alcaldia,colonia,codigo_postal,tipo_poblacion,ult_grado_estudios,estatus_estudios,categoria_profesion,profesion,estado_civil,dependientes_economicos,num_dependientes_economicos,tiempo_buscando_empleo,estatus
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,MAS DE 1 AÑO,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,NO APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN IGNACIO,9000,POB. PRIOR. AFECTADOS POR SISMO,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JOSE,9000,POB. PRIOR. PRE Y LIBERADOS,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JOSE,9000,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JOSE,9000,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JOSE,9000,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JOSE,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JOSE,9000,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JOSE,9000,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JOSE,9000,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JOSE ACULCO,9410,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JOSE ACULCO,9410,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JOSE ACULCO,9410,POB. PRIOR. INDIGENAS,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,5,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JOSE ACULCO,9410,POB. PRIOR. INDIGENAS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JOSE ACULCO,9410,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JOSE BUENAVISTA,9706,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JOSE BUENAVISTA,9706,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POB. PRIORITARIA AFECTADOS POR EL SISMO,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,NO APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POB. PRIOR. AFECTADOS POR SISMO,LICENCIATURA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POB. PRIOR. AFECTADOS POR SISMO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POB. PRIOR. AGRICULTORES AFECTADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN ESTRELLA,9868,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN JOYA,9839,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN JOYA,9839,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN JOYA,9839,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN JOYA,9839,POBLACION GENERAL,POSGRADO,CONCLUIDO,Otros,INGENIERO CIVIL,PERSONA SOLTERA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JUAN JOYA,9839,POBLACION GENERAL,POSGRADO,CONCLUIDO,Profesionistas,TURISMO,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,Profesionistas,NO APLICA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POB. PRIOR. INDIGENAS,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,INGENIEROS CIVILES TOPOGRAFOS Y ARQUITECTOS,PERSONA CASADA,CON DEPENDIENTES,4,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,ADMINISTRACION Y MERCADOLOGOS,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL PROCURADURIA,LICENCIATURA,TRUNCO,Otros,ENFERMERA GENERAL,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POB. PRIOR. PRE Y LIBERADOS,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,TRUNCO,Otros,LIC ADMINISTRACION DE EMPRESAS,PERSONA CASADA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Profesionistas,OGIA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,TRUNCO,Profesionistas,NO APLICA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,Otros,ADMINISTRACION DE EMPRESAS,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,SIN DATO,POB. VUL. INDIGENAS,NA,NA,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,NINGUNO,NA,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,Profesionistas,NO APLICA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL PROCURADURIA,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,NO APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POB. PRIOR. PRE Y LIBERADOS,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POB. PRIORITARIA AFECTADOS POR EL SISMO,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,INFORMATICA,PERSONA SOLTERA,CON DEPENDIENTES,1,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUAN XALPA,9850,POBLACION GENERAL,TECNICA/COMERCIAL,CONCLUIDO,Profesionistas,TEC INFORMATICA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN JUANICO NEXTIPAC,9400,POBLACION GENERAL,BACHILLERATO,TRUNCO,Profesionistas,NO APLICA,PERSONA SOLTERA,SIN DEPENDIENTES,0,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN JUANICO NEXTIPAC,9400,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN JUANICO NEXTIPAC,9400,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN JUANICO NEXTIPAC,9400,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN JUANICO NEXTIPAC,9400,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,3 A 6 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,NA,NA,NA,NA,NA,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,NO APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,6 MESES A 1 AÑO,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,BACHILLERATO,CONCLUIDO,NA,RECURSOS HUMANOS,PERSONA SOLTERA,SIN DEPENDIENTES,0,MAS DE 1 AÑO,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,BACHILLERATO,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. PRE Y LIBERADOS,BACHILLERATO,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,LICENCIATURA,CONCLUIDO,NA,NA,NA,NA,NA,NA,NO APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,LICENCIATURA,CONCLUIDO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,LICENCIATURA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,LICENCIATURA,CONCLUIDO,Profesionistas,DENTISTA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,LICENCIATURA,TRUNCO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,LICENCIATURA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,LICENCIATURA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,3,0 A 3 MESES,NO APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,LICENCIATURA,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,NINGUNO,NA,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,PRIMARIA,TRUNCO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,4,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,PRIMARIA,TRUNCO,NA,NA,PERSONA SOLTERA,SIN DEPENDIENTES,0,0 A 3 MESES,NO APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. INDIGENAS,PRIMARIA,CONCLUIDO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POBLACION GENERAL,SECUNDARIA,CONCLUIDO,NA,NA,NA,NA,NA,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,SECUNDARIA,TRUNCO,NA,NA,PERSONA CASADA,SIN DEPENDIENTES,0,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA CASADA,CON DEPENDIENTES,2,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,SECUNDARIA,CONCLUIDO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,1,0 A 3 MESES,APROBADO
IZTAPALAPA,SAN LORENZO,9900,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,SECUNDARIA,TRUNCO,NA,NA,PERSONA SOLTERA,CON DEPENDIENTES,3,0 A 3 MESES,APROBADO
